ADHOME = D:\SVN\ad2005
jaso2jh() wrong!8861 -  2 3 1
C2F6 3FA1 Âö ¤¹ ¤Ó ¤¾  15 29 29 Âî 0 00000000
C2F7 4061 Â÷ ¤º ¤¿     16  3  1 Â÷ 0 00000002
C2F8 4061 Âø ¤º ¤¿ ¤¡  16  3  2 Â÷ 0 00000000
C2F9 4061 Âù ¤º ¤¿ ¤¤  16  3  5 Â÷ 0 00000000
C2FA 4061 Âú ¤º ¤¿ ¤¦  16  3  7 Â÷ 0 00000000
C2FB 4061 Âû ¤º ¤¿ ¤©  16  3  9 Â÷ 0 00000000
C2FC 4061 Âü ¤º ¤¿ ¤±  16  3 17 Â÷ 0 00000000
C2FD 4061 Âý ¤º ¤¿ ¤²  16  3 19 Â÷ 0 00000000
C2FE 4061 Âþ ¤º ¤¿ ¤µ  16  3 21 Â÷ 0 00000000
C3A1 4061 Ã¡ ¤º ¤¿ ¤¶  16  3 22 Â÷ 0 00000000
C3A2 4061 Ã¢ ¤º ¤¿ ¤·  16  3 23 Â÷ 0 00000000
C3A3 4061 Ã£ ¤º ¤¿ ¤¸  16  3 24 Â÷ 0 00000000
C3A4 4081 Ã¤ ¤º ¤À     16  4  1 Ã¤ 0 00000000
C3A5 4081 Ã¥ ¤º ¤À ¤¡  16  4  2 Ã¤ 0 00000000
C3A6 4081 Ã¦ ¤º ¤À ¤¤  16  4  5 Ã¤ 0 00000000
C3A7 4081 Ã§ ¤º ¤À ¤©  16  4  9 Ã¤ 0 00000000
C3A8 4081 Ã¨ ¤º ¤À ¤±  16  4 17 Ã¤ 0 00000000
C3A9 4081 Ã© ¤º ¤À ¤²  16  4 19 Ã¤ 0 00000000
C3AA 4081 Ãª ¤º ¤À ¤µ  16  4 21 Ã¤ 0 00000000
C3AB 4081 Ã« ¤º ¤À ¤¶  16  4 22 Ã¤ 0 00000000
C3AC 4081 Ã¬ ¤º ¤À ¤·  16  4 23 Ã¤ 0 00000000
C3AD 40A1 Ã­ ¤º ¤Á     16  5  1 Ã­ 0 00000000
C3AE 40A1 Ã® ¤º ¤Á ¤¤  16  5  5 Ã­ 0 00000000
C3AF 40A1 Ã¯ ¤º ¤Á ¤¦  16  5  7 Ã­ 0 00000000
C3B0 40A1 Ã° ¤º ¤Á ¤©  16  5  9 Ã­ 0 00000000
C3B1 40A1 Ã± ¤º ¤Á ¤±  16  5 17 Ã­ 0 00000000
C3B2 40A1 Ã² ¤º ¤Á ¤·  16  5 23 Ã­ 0 00000000
C3B3 40E1 Ã³ ¤º ¤Ã     16  7  1 Ã³ 0 00000003
C3B4 40E1 Ã´ ¤º ¤Ã ¤¡  16  7  2 Ã³ 0 00000000
C3B5 40E1 Ãµ ¤º ¤Ã ¤¤  16  7  5 Ã³ 0 00000000
C3B6 40E1 Ã¶ ¤º ¤Ã ¤©  16  7  9 Ã³ 0 00000000
C3B7 40E1 Ã· ¤º ¤Ã ¤±  16  7 17 Ã³ 0 00000000
C3B8 40E1 Ã¸ ¤º ¤Ã ¤²  16  7 19 Ã³ 0 00000000
C3B9 40E1 Ã¹ ¤º ¤Ã ¤µ  16  7 21 Ã³ 0 00000000
C3BA 40E1 Ãº ¤º ¤Ã ¤¶  16  7 22 Ã³ 0 00000000
C3BB 40E1 Ã» ¤º ¤Ã ¤·  16  7 23 Ã³ 0 00000000
C3BC 4141 Ã¼ ¤º ¤Ä     16 10  1 Ã¼ 0 00000000
C3BD 4141 Ã½ ¤º ¤Ä ¤¡  16 10  2 Ã¼ 0 00000000
C3BE 4141 Ã¾ ¤º ¤Ä ¤¤  16 10  5 Ã¼ 0 00000000
C3BF 4141 Ã¿ ¤º ¤Ä ¤©  16 10  9 Ã¼ 0 00000000
C3C0 4141 ÃÀ ¤º ¤Ä ¤±  16 10 17 Ã¼ 0 00000000
C3C1 4141 ÃÁ ¤º ¤Ä ¤²  16 10 19 Ã¼ 0 00000000
C3C2 4141 ÃÂ ¤º ¤Ä ¤µ  16 10 21 Ã¼ 0 00000000
C3C3 4141 ÃÃ ¤º ¤Ä ¤·  16 10 23 Ã¼ 0 00000000
C3C4 4161 ÃÄ ¤º ¤Å     16 11  1 ÃÄ 0 00000000
C3C5 4161 ÃÅ ¤º ¤Å ¤¤  16 11  5 ÃÄ 0 00000000
C3C6 4161 ÃÆ ¤º ¤Å ¤¶  16 11 22 ÃÄ 0 00000000
C3C7 4181 ÃÇ ¤º ¤Æ     16 12  1 ÃÇ 0 00000000
C3C8 4181 ÃÈ ¤º ¤Æ ¤¤  16 12  5 ÃÇ 0 00000000
C3C9 4181 ÃÉ ¤º ¤Æ ¤·  16 12 23 ÃÇ 0 00000000
C3CA 41A1 ÃÊ ¤º ¤Ç     16 13  1 ÃÊ 0 00000000
C3CB 41A1 ÃË ¤º ¤Ç ¤¡  16 13  2 ÃÊ 0 00000000
C3CC 41A1 ÃÌ ¤º ¤Ç ¤¤  16 13  5 ÃÊ 0 00000000
C3CD 41A1 ÃÍ ¤º ¤Ç ¤©  16 13  9 ÃÊ 0 00000000
C3CE 41A1 ÃÎ ¤º ¤Ç ¤±  16 13 17 ÃÊ 0 00000000
C3CF 41A1 ÃÏ ¤º ¤Ç ¤²  16 13 19 ÃÊ 0 00000000
C3D0 41A1 ÃÐ ¤º ¤Ç ¤µ  16 13 21 ÃÊ 0 00000000
C3D1 41A1 ÃÑ ¤º ¤Ç ¤·  16 13 23 ÃÊ 0 00000000
C3D2 41C1 ÃÒ ¤º ¤È     16 14  1 ÃÒ 0 00000000
C3D3 41C1 ÃÓ ¤º ¤È ¤¤  16 14  5 ÃÒ 0 00000000
C3D4 41C1 ÃÔ ¤º ¤È ¤©  16 14  9 ÃÒ 0 00000000
C3D5 41C1 ÃÕ ¤º ¤È ¤·  16 14 23 ÃÒ 0 00000000
C3D6 4241 ÃÖ ¤º ¤Ê     16 18  1 ÃÖ 0 00000000
C3D7 4241 Ã× ¤º ¤Ê ¤¤  16 18  5 ÃÖ 0 00000000
C3D8 4241 ÃØ ¤º ¤Ê ¤©  16 18  9 ÃÖ 0 00000000
C3D9 4241 ÃÙ ¤º ¤Ê ¤±  16 18 17 ÃÖ 0 00000000
C3DA 4241 ÃÚ ¤º ¤Ê ¤²  16 18 19 ÃÖ 0 00000000
C3DB 4241 ÃÛ ¤º ¤Ê ¤µ  16 18 21 ÃÖ 0 00000000
C3DC 4241 ÃÜ ¤º ¤Ê ¤·  16 18 23 ÃÖ 0 00000000
C3DD 4261 ÃÝ ¤º ¤Ë     16 19  1 ÃÝ 0 00000000
C3DE 4261 ÃÞ ¤º ¤Ë ¤±  16 19 17 ÃÝ 0 00000000
C3DF 4281 Ãß ¤º ¤Ì     16 20  1 Ãß 0 00000000
C3E0 4281 Ãà ¤º ¤Ì ¤¡  16 20  2 Ãß 0 00000000
C3E1 4281 Ãá ¤º ¤Ì ¤¤  16 20  5 Ãß 0 00000000
C3E2 4281 Ãâ ¤º ¤Ì ¤©  16 20  9 Ãß 0 00000000
C3E3 4281 Ãã ¤º ¤Ì ¤±  16 20 17 Ãß 0 00000000
C3E4 4281 Ãä ¤º ¤Ì ¤²  16 20 19 Ãß 0 00000000
C3E5 4281 Ãå ¤º ¤Ì ¤µ  16 20 21 Ãß 0 00000000
C3E6 4281 Ãæ ¤º ¤Ì ¤·  16 20 23 Ãß 0 00000000
C3E7 42A1 Ãç ¤º ¤Í     16 21  1 Ãç 0 00000000
C3E8 42A1 Ãè ¤º ¤Í ¤¶  16 21 22 Ãç 0 00000000
C3E9 42C1 Ãé ¤º ¤Î     16 22  1 Ãé 0 00000000
C3EA 42C1 Ãê ¤º ¤Î ¤¤  16 22  5 Ãé 0 00000000
C3EB 42E1 Ãë ¤º ¤Ï     16 23  1 Ãë 0 00000000
C3EC 42E1 Ãì ¤º ¤Ï ¤¤  16 23  5 Ãë 0 00000000
C3ED 42E1 Ãí ¤º ¤Ï ¤©  16 23  9 Ãë 0 00000000
C3EE 42E1 Ãî ¤º ¤Ï ¤±  16 23 17 Ãë 0 00000000
C3EF 42E1 Ãï ¤º ¤Ï ¤²  16 23 19 Ãë 0 00000000
C3F0 42E1 Ãð ¤º ¤Ï ¤µ  16 23 21 Ãë 0 00000000
C3F1 42E1 Ãñ ¤º ¤Ï ¤·  16 23 23 Ãë 0 00000000
C3F2 4341 Ãò ¤º ¤Ð     16 26  1 Ãò 0 00000000
C3F3 4341 Ãó ¤º ¤Ð ¤¤  16 26  5 Ãò 0 00000000
C3F4 4341 Ãô ¤º ¤Ð ¤©  16 26  9 Ãò 0 00000000
C3F5 4341 Ãõ ¤º ¤Ð ¤±  16 26 17 Ãò 0 00000000
C3F6 4341 Ãö ¤º ¤Ð ¤·  16 26 23 Ãò 0 00000000
C3F7 4361 Ã÷ ¤º ¤Ñ     16 27  1 Ã÷ 0 00000000
C3F8 4361 Ãø ¤º ¤Ñ ¤¡  16 27  2 Ã÷ 0 00000000
C3F9 4361 Ãù ¤º ¤Ñ ¤¤  16 27  5 Ã÷ 0 00000000
C3FA 4361 Ãú ¤º ¤Ñ ¤©  16 27  9 Ã÷ 0 00000000
C3FB 4361 Ãû ¤º ¤Ñ ¤±  16 27 17 Ã÷ 0 00000000
C3FC 4361 Ãü ¤º ¤Ñ ¤²  16 27 19 Ã÷ 0 00000000
C3FD 4361 Ãý ¤º ¤Ñ ¤µ  16 27 21 Ã÷ 0 00000000
C3FE 4361 Ãþ ¤º ¤Ñ ¤·  16 27 23 Ã÷ 0 00000000
C4A1 43A1 Ä¡ ¤º ¤Ó     16 29  1 Ä¡ 0 00000003
C4A2 43A1 Ä¢ ¤º ¤Ó ¤¡  16 29  2 Ä¡ 0 00000000
C4A3 43A1 Ä£ ¤º ¤Ó ¤¤  16 29  5 Ä¡ 0 00000000
C4A4 43A1 Ä¤ ¤º ¤Ó ¤§  16 29  8 Ä¡ 0 00000000
C4A5 43A1 Ä¥ ¤º ¤Ó ¤©  16 29  9 Ä¡ 0 00000000
C4A6 43A1 Ä¦ ¤º ¤Ó ¤ª  16 29 10 Ä¡ 0 00000000
C4A7 43A1 Ä§ ¤º ¤Ó ¤±  16 29 17 Ä¡ 0 00000000
C4A8 43A1 Ä¨ ¤º ¤Ó ¤²  16 29 19 Ä¡ 0 00000000
C4A9 43A1 Ä© ¤º ¤Ó ¤µ  16 29 21 Ä¡ 0 00000000
C4AA 43A1 Äª ¤º ¤Ó ¤·  16 29 23 Ä¡ 0 00000000
C4AB 4461 Ä« ¤» ¤¿     17  3  1 Ä« 0 00000000
C4AC 4461 Ä¬ ¤» ¤¿ ¤¡  17  3  2 Ä« 0 00000000
C4AD 4461 Ä­ ¤» ¤¿ ¤¤  17  3  5 Ä« 0 00000000
C4AE 4461 Ä® ¤» ¤¿ ¤©  17  3  9 Ä« 0 00000000
C4AF 4461 Ä¯ ¤» ¤¿ ¤±  17  3 17 Ä« 0 00000000
C4B0 4461 Ä° ¤» ¤¿ ¤²  17  3 19 Ä« 0 00000000
C4B1 4461 Ä± ¤» ¤¿ ¤µ  17  3 21 Ä« 0 00000000
C4B2 4461 Ä² ¤» ¤¿ ¤·  17  3 23 Ä« 0 00000000
C4B3 4481 Ä³ ¤» ¤À     17  4  1 Ä³ 0 00000000
C4B4 4481 Ä´ ¤» ¤À ¤¡  17  4  2 Ä³ 0 00000000
C4B5 4481 Äµ ¤» ¤À ¤¤  17  4  5 Ä³ 0 00000000
C4B6 4481 Ä¶ ¤» ¤À ¤©  17  4  9 Ä³ 0 00000000
C4B7 4481 Ä· ¤» ¤À ¤±  17  4 17 Ä³ 0 00000000
C4B8 4481 Ä¸ ¤» ¤À ¤²  17  4 19 Ä³ 0 00000000
C4B9 4481 Ä¹ ¤» ¤À ¤µ  17  4 21 Ä³ 0 00000000
C4BA 4481 Äº ¤» ¤À ¤¶  17  4 22 Ä³ 0 00000000
C4BB 4481 Ä» ¤» ¤À ¤·  17  4 23 Ä³ 0 00000000
C4BC 44A1 Ä¼ ¤» ¤Á     17  5  1 Ä¼ 0 00000000
C4BD 44A1 Ä½ ¤» ¤Á ¤¡  17  5  2 Ä¼ 0 00000000
C4BE 44A1 Ä¾ ¤» ¤Á ¤·  17  5 23 Ä¼ 0 00000000
C4BF 44E1 Ä¿ ¤» ¤Ã     17  7  1 Ä¿ 0 00000003
C4C0 44E1 ÄÀ ¤» ¤Ã ¤¡  17  7  2 Ä¿ 0 00000000
C4C1 44E1 ÄÁ ¤» ¤Ã ¤¤  17  7  5 Ä¿ 0 00000000
C4C2 44E1 ÄÂ ¤» ¤Ã ¤§  17  7  8 Ä¿ 0 00000000
C4C3 44E1 ÄÃ ¤» ¤Ã ¤©  17  7  9 Ä¿ 0 00000000
C4C4 44E1 ÄÄ ¤» ¤Ã ¤±  17  7 17 Ä¿ 0 00000000
C4C5 44E1 ÄÅ ¤» ¤Ã ¤²  17  7 19 Ä¿ 0 00000000
C4C6 44E1 ÄÆ ¤» ¤Ã ¤µ  17  7 21 Ä¿ 0 00000000
C4C7 44E1 ÄÇ ¤» ¤Ã ¤¶  17  7 22 Ä¿ 0 00000000
C4C8 44E1 ÄÈ ¤» ¤Ã ¤·  17  7 23 Ä¿ 0 00000000
C4C9 4541 ÄÉ ¤» ¤Ä     17 10  1 ÄÉ 0 00000000
C4CA 4541 ÄÊ ¤» ¤Ä ¤¡  17 10  2 ÄÉ 0 00000000
C4CB 4541 ÄË ¤» ¤Ä ¤¤  17 10  5 ÄÉ 0 00000000
C4CC 4541 ÄÌ ¤» ¤Ä ¤©  17 10  9 ÄÉ 0 00000000
C4CD 4541 ÄÍ ¤» ¤Ä ¤±  17 10 17 ÄÉ 0 00000000
C4CE 4541 ÄÎ ¤» ¤Ä ¤²  17 10 19 ÄÉ 0 00000000
C4CF 4541 ÄÏ ¤» ¤Ä ¤µ  17 10 21 ÄÉ 0 00000000
C4D0 4541 ÄÐ ¤» ¤Ä ¤·  17 10 23 ÄÉ 0 00000000
C4D1 4561 ÄÑ ¤» ¤Å     17 11  1 ÄÑ 0 00000000
C4D2 4561 ÄÒ ¤» ¤Å ¤¤  17 11  5 ÄÑ 0 00000000
C4D3 4561 ÄÓ ¤» ¤Å ¤©  17 11  9 ÄÑ 0 00000000
C4D4 4561 ÄÔ ¤» ¤Å ¤±  17 11 17 ÄÑ 0 00000000
C4D5 4561 ÄÕ ¤» ¤Å ¤²  17 11 19 ÄÑ 0 00000000
C4D6 4561 ÄÖ ¤» ¤Å ¤µ  17 11 21 ÄÑ 0 00000000
C4D7 4561 Ä× ¤» ¤Å ¤¶  17 11 22 ÄÑ 0 00000000
C4D8 4561 ÄØ ¤» ¤Å ¤·  17 11 23 ÄÑ 0 00000000
C4D9 4581 ÄÙ ¤» ¤Æ     17 12  1 ÄÙ 0 00000000
C4DA 45A1 ÄÚ ¤» ¤Ç     17 13  1 ÄÚ 0 00000000
C4DB 45A1 ÄÛ ¤» ¤Ç ¤¡  17 13  2 ÄÚ 0 00000000
C4DC 45A1 ÄÜ ¤» ¤Ç ¤¤  17 13  5 ÄÚ 0 00000000
C4DD 45A1 ÄÝ ¤» ¤Ç ¤©  17 13  9 ÄÚ 0 00000000
C4DE 45A1 ÄÞ ¤» ¤Ç ¤±  17 13 17 ÄÚ 0 00000000
C4DF 45A1 Äß ¤» ¤Ç ¤²  17 13 19 ÄÚ 0 00000000
C4E0 45A1 Äà ¤» ¤Ç ¤µ  17 13 21 ÄÚ 0 00000000
C4E1 45A1 Äá ¤» ¤Ç ¤·  17 13 23 ÄÚ 0 00000000
C4E2 45C1 Äâ ¤» ¤È     17 14  1 Äâ 0 00000000
C4E3 45C1 Äã ¤» ¤È ¤¡  17 14  2 Äâ 0 00000000
C4E4 45C1 Ää ¤» ¤È ¤¤  17 14  5 Äâ 0 00000000
C4E5 45C1 Äå ¤» ¤È ¤©  17 14  9 Äâ 0 00000000
C4E6 45C1 Äæ ¤» ¤È ¤±  17 14 17 Äâ 0 00000000
C4E7 45C1 Äç ¤» ¤È ¤·  17 14 23 Äâ 0 00000000
C4E8 45E1 Äè ¤» ¤É     17 15  1 Äè 0 00000000
C4E9 45E1 Äé ¤» ¤É ¤·  17 15 23 Äè 0 00000000
C4EA 4641 Äê ¤» ¤Ê     17 18  1 Äê 0 00000000
C4EB 4641 Äë ¤» ¤Ê ¤©  17 18  9 Äê 0 00000000
C4EC 4661 Äì ¤» ¤Ë     17 19  1 Äì 0 00000000
C4ED 4681 Äí ¤» ¤Ì     17 20  1 Äí 0 00000000
C4EE 4681 Äî ¤» ¤Ì ¤¡  17 20  2 Äí 0 00000000
C4EF 4681 Äï ¤» ¤Ì ¤¤  17 20  5 Äí 0 00000000
C4F0 4681 Äð ¤» ¤Ì ¤©  17 20  9 Äí 0 00000000
C4F1 4681 Äñ ¤» ¤Ì ¤±  17 20 17 Äí 0 00000000
C4F2 4681 Äò ¤» ¤Ì ¤²  17 20 19 Äí 0 00000000
C4F3 4681 Äó ¤» ¤Ì ¤µ  17 20 21 Äí 0 00000000
C4F4 4681 Äô ¤» ¤Ì ¤·  17 20 23 Äí 0 00000000
C4F5 46A1 Äõ ¤» ¤Í     17 21  1 Äõ 0 00000000
C4F6 46A1 Äö ¤» ¤Í ¤¤  17 21  5 Äõ 0 00000000
C4F7 46A1 Ä÷ ¤» ¤Í ¤©  17 21  9 Äõ 0 00000000
C4F8 46A1 Äø ¤» ¤Í ¤·  17 21 23 Äõ 0 00000000
C4F9 46C1 Äù ¤» ¤Î     17 22  1 Äù 0 00000000
C4FA 46C1 Äú ¤» ¤Î ¤·  17 22 23 Äù 0 00000000
C4FB 46E1 Äû ¤» ¤Ï     17 23  1 Äû 0 00000000
C4FC 46E1 Äü ¤» ¤Ï ¤¡  17 23  2 Äû 0 00000000
C4FD 46E1 Äý ¤» ¤Ï ¤¤  17 23  5 Äû 0 00000000
C4FE 46E1 Äþ ¤» ¤Ï ¤©  17 23  9 Äû 0 00000000
C5A1 46E1 Å¡ ¤» ¤Ï ¤±  17 23 17 Äû 0 00000000
C5A2 46E1 Å¢ ¤» ¤Ï ¤²  17 23 19 Äû 0 00000000
C5A3 46E1 Å£ ¤» ¤Ï ¤µ  17 23 21 Äû 0 00000000
C5A4 46E1 Å¤ ¤» ¤Ï ¤·  17 23 23 Äû 0 00000000
C5A5 4741 Å¥ ¤» ¤Ð     17 26  1 Å¥ 0 00000000
C5A6 4741 Å¦ ¤» ¤Ð ¤¤  17 26  5 Å¥ 0 00000000
C5A7 4741 Å§ ¤» ¤Ð ¤©  17 26  9 Å¥ 0 00000000
C5A8 4741 Å¨ ¤» ¤Ð ¤±  17 26 17 Å¥ 0 00000000
C5A9 4761 Å© ¤» ¤Ñ     17 27  1 Å© 0 00000000
C5AA 4761 Åª ¤» ¤Ñ ¤¡  17 27  2 Å© 0 00000000
C5AB 4761 Å« ¤» ¤Ñ ¤¤  17 27  5 Å© 0 00000000
C5AC 4761 Å¬ ¤» ¤Ñ ¤©  17 27  9 Å© 0 00000000
C5AD 4761 Å­ ¤» ¤Ñ ¤±  17 27 17 Å© 0 00000002
C5AE 4761 Å® ¤» ¤Ñ ¤²  17 27 19 Å© 0 00000000
C5AF 4761 Å¯ ¤» ¤Ñ ¤·  17 27 23 Å© 0 00000000
C5B0 47A1 Å° ¤» ¤Ó     17 29  1 Å° 0 00000000
C5B1 47A1 Å± ¤» ¤Ó ¤¡  17 29  2 Å° 0 00000000
C5B2 47A1 Å² ¤» ¤Ó ¤¤  17 29  5 Å° 0 00000000
C5B3 47A1 Å³ ¤» ¤Ó ¤©  17 29  9 Å° 0 00000000
C5B4 47A1 Å´ ¤» ¤Ó ¤±  17 29 17 Å° 0 00000000
C5B5 47A1 Åµ ¤» ¤Ó ¤²  17 29 19 Å° 0 00000000
C5B6 47A1 Å¶ ¤» ¤Ó ¤µ  17 29 21 Å° 0 00000000
C5B7 47A1 Å· ¤» ¤Ó ¤·  17 29 23 Å° 0 00000000
C5B8 4861 Å¸ ¤¼ ¤¿     18  3  1 Å¸ 0 00000000
C5B9 4861 Å¹ ¤¼ ¤¿ ¤¡  18  3  2 Å¸ 0 00000000
C5BA 4861 Åº ¤¼ ¤¿ ¤¤  18  3  5 Å¸ 0 00000000
C5BB 4861 Å» ¤¼ ¤¿ ¤©  18  3  9 Å¸ 0 00000000
C5BC 4861 Å¼ ¤¼ ¤¿ ¤ª  18  3 10 Å¸ 0 00000000
C5BD 4861 Å½ ¤¼ ¤¿ ¤±  18  3 17 Å¸ 0 00000000
C5BE 4861 Å¾ ¤¼ ¤¿ ¤²  18  3 19 Å¸ 0 00000000
C5BF 4861 Å¿ ¤¼ ¤¿ ¤µ  18  3 21 Å¸ 0 00000000
C5C0 4861 ÅÀ ¤¼ ¤¿ ¤¶  18  3 22 Å¸ 0 00000000
C5C1 4861 ÅÁ ¤¼ ¤¿ ¤·  18  3 23 Å¸ 0 00000000
C5C2 4881 ÅÂ ¤¼ ¤À     18  4  1 ÅÂ 0 00000000
C5C3 4881 ÅÃ ¤¼ ¤À ¤¡  18  4  2 ÅÂ 0 00000000
C5C4 4881 ÅÄ ¤¼ ¤À ¤¤  18  4  5 ÅÂ 0 00000000
C5C5 4881 ÅÅ ¤¼ ¤À ¤©  18  4  9 ÅÂ 0 00000000
C5C6 4881 ÅÆ ¤¼ ¤À ¤±  18  4 17 ÅÂ 0 00000000
C5C7 4881 ÅÇ ¤¼ ¤À ¤²  18  4 19 ÅÂ 0 00000000
C5C8 4881 ÅÈ ¤¼ ¤À ¤µ  18  4 21 ÅÂ 0 00000000
C5C9 4881 ÅÉ ¤¼ ¤À ¤¶  18  4 22 ÅÂ 0 00000000
C5CA 4881 ÅÊ ¤¼ ¤À ¤·  18  4 23 ÅÂ 0 00000000
C5CB 48A1 ÅË ¤¼ ¤Á     18  5  1 ÅË 0 00000000
C5CC 48A1 ÅÌ ¤¼ ¤Á ¤·  18  5 23 ÅË 0 00000000
C5CD 48E1 ÅÍ ¤¼ ¤Ã     18  7  1 ÅÍ 0 00000002
C5CE 48E1 ÅÎ ¤¼ ¤Ã ¤¡  18  7  2 ÅÍ 0 00000000
C5CF 48E1 ÅÏ ¤¼ ¤Ã ¤¤  18  7  5 ÅÍ 0 00000002
C5D0 48E1 ÅÐ ¤¼ ¤Ã ¤©  18  7  9 ÅÍ 0 00000000
C5D1 48E1 ÅÑ ¤¼ ¤Ã ¤«  18  7 11 ÅÍ 0 00000000
C5D2 48E1 ÅÒ ¤¼ ¤Ã ¤±  18  7 17 ÅÍ 0 00000000
C5D3 48E1 ÅÓ ¤¼ ¤Ã ¤²  18  7 19 ÅÍ 0 00000000
C5D4 48E1 ÅÔ ¤¼ ¤Ã ¤µ  18  7 21 ÅÍ 0 00000000
C5D5 48E1 ÅÕ ¤¼ ¤Ã ¤¶  18  7 22 ÅÍ 0 00000000
C5D6 48E1 ÅÖ ¤¼ ¤Ã ¤·  18  7 23 ÅÍ 0 00000000
C5D7 4941 Å× ¤¼ ¤Ä     18 10  1 Å× 0 0000000A
C5D8 4941 ÅØ ¤¼ ¤Ä ¤¡  18 10  2 Å× 0 00000000
C5D9 4941 ÅÙ ¤¼ ¤Ä ¤¤  18 10  5 Å× 0 00000008
C5DA 4941 ÅÚ ¤¼ ¤Ä ¤©  18 10  9 Å× 0 00000000
C5DB 4941 ÅÛ ¤¼ ¤Ä ¤±  18 10 17 Å× 0 00000000
C5DC 4941 ÅÜ ¤¼ ¤Ä ¤²  18 10 19 Å× 0 00000000
C5DD 4941 ÅÝ ¤¼ ¤Ä ¤µ  18 10 21 Å× 0 00000000
C5DE 4941 ÅÞ ¤¼ ¤Ä ¤·  18 10 23 Å× 0 00000000
C5DF 4961 Åß ¤¼ ¤Å     18 11  1 Åß 0 00000000
C5E0 4961 Åà ¤¼ ¤Å ¤¤  18 11  5 Åß 0 00000000
C5E1 4961 Åá ¤¼ ¤Å ¤¶  18 11 22 Åß 0 00000000
C5E2 4981 Åâ ¤¼ ¤Æ     18 12  1 Åâ 0 00000000
C5E3 4981 Åã ¤¼ ¤Æ ¤¤  18 12  5 Åâ 0 00000000
C5E4 49A1 Åä ¤¼ ¤Ç     18 13  1 Åä 0 00000001
C5E5 49A1 Åå ¤¼ ¤Ç ¤¡  18 13  2 Åä 0 00000000
C5E6 49A1 Åæ ¤¼ ¤Ç ¤¤  18 13  5 Åä 0 00000000
C5E7 49A1 Åç ¤¼ ¤Ç ¤©  18 13  9 Åä 0 00000000
C5E8 49A1 Åè ¤¼ ¤Ç ¤±  18 13 17 Åä 0 00000000
C5E9 49A1 Åé ¤¼ ¤Ç ¤²  18 13 19 Åä 0 00000000
C5EA 49A1 Åê ¤¼ ¤Ç ¤µ  18 13 21 Åä 0 00000000
C5EB 49A1 Åë ¤¼ ¤Ç ¤·  18 13 23 Åä 0 00000000
C5EC 49A1 Åì ¤¼ ¤Ç ¤½  18 13 28 Åä 0 00000000
C5ED 49C1 Åí ¤¼ ¤È     18 14  1 Åí 0 00000000
C5EE 49C1 Åî ¤¼ ¤È ¤¤  18 14  5 Åí 0 00000000
C5EF 49E1 Åï ¤¼ ¤É     18 15  1 Åï 0 00000000
C5F0 4A41 Åð ¤¼ ¤Ê     18 18  1 Åð 0 00000000
C5F1 4A41 Åñ ¤¼ ¤Ê ¤¤  18 18  5 Åð 0 00000000
C5F2 4A41 Åò ¤¼ ¤Ê ¤µ  18 18 21 Åð 0 00000000
C5F3 4A41 Åó ¤¼ ¤Ê ¤·  18 18 23 Åð 0 00000000
C5F4 4A61 Åô ¤¼ ¤Ë     18 19  1 Åô 0 00000000
C5F5 4A81 Åõ ¤¼ ¤Ì     18 20  1 Åõ 0 00000000
C5F6 4A81 Åö ¤¼ ¤Ì ¤¡  18 20  2 Åõ 0 00000000
C5F7 4A81 Å÷ ¤¼ ¤Ì ¤¤  18 20  5 Åõ 0 00000000
C5F8 4A81 Åø ¤¼ ¤Ì ¤©  18 20  9 Åõ 0 00000000
C5F9 4A81 Åù ¤¼ ¤Ì ¤±  18 20 17 Åõ 0 00000000
C5FA 4A81 Åú ¤¼ ¤Ì ¤²  18 20 19 Åõ 0 00000000
C5FB 4A81 Åû ¤¼ ¤Ì ¤µ  18 20 21 Åõ 0 00000000
C5FC 4A81 Åü ¤¼ ¤Ì ¤·  18 20 23 Åõ 0 00000000
C5FD 4AA1 Åý ¤¼ ¤Í     18 21  1 Åý 0 00000000
C5FE 4AA1 Åþ ¤¼ ¤Í ¤¶  18 21 22 Åý 0 00000000
C6A1 4AC1 Æ¡ ¤¼ ¤Î     18 22  1 Æ¡ 0 00000000
C6A2 4AE1 Æ¢ ¤¼ ¤Ï     18 23  1 Æ¢ 0 00000000
C6A3 4AE1 Æ£ ¤¼ ¤Ï ¤¡  18 23  2 Æ¢ 0 00000000
C6A4 4AE1 Æ¤ ¤¼ ¤Ï ¤¤  18 23  5 Æ¢ 0 00000000
C6A5 4AE1 Æ¥ ¤¼ ¤Ï ¤©  18 23  9 Æ¢ 0 00000000
C6A6 4AE1 Æ¦ ¤¼ ¤Ï ¤±  18 23 17 Æ¢ 0 00000000
C6A7 4AE1 Æ§ ¤¼ ¤Ï ¤²  18 23 19 Æ¢ 0 00000000
C6A8 4AE1 Æ¨ ¤¼ ¤Ï ¤·  18 23 23 Æ¢ 0 00000000
C6A9 4B41 Æ© ¤¼ ¤Ð     18 26  1 Æ© 0 00000000
C6AA 4B41 Æª ¤¼ ¤Ð ¤¤  18 26  5 Æ© 0 00000000
C6AB 4B41 Æ« ¤¼ ¤Ð ¤©  18 26  9 Æ© 0 00000000
C6AC 4B41 Æ¬ ¤¼ ¤Ð ¤±  18 26 17 Æ© 0 00000000
C6AD 4B41 Æ­ ¤¼ ¤Ð ¤·  18 26 23 Æ© 0 00000000
